BK_SOURCE,BK_DEBIT_CREDIT,Folio Side,Year,Month,Day,entry,Page,,£,£,sh,d,$,¢,BK_WHEN,BK_BETWEEN,BK_MONEY,BK_MONEY,BK_MONEY,$ data,¢ data,BK_ENTRY,,,,,
"Ledger A, 1750 - 1772: pg.52",Debit,Left,,,,✓ To Ditto of Mr Alexr Boyd—Paymaster,,,,2,,,,,23 June 1758,Cash,2,,,,,✓ To Cash of Mr Alexander Boyd—Paymaster,,,,,
"Ledger A, 1750 - 1772: pg.52",Debit,Left,,July,22d,✓ To Ditto of Ditto Ditto,,,,75,,,,,22 July 1758,Cash,75,,,,,✓ To Cash of Mr Alexander Boyd - Paymaster,,,,,
"Ledger A, 1750 - 1772: pg.52",Debit,Left,,,,✓ To Ditto of Ditto,,,,1,,9,,,22 July 1758,Cash,1,,9,,,✓ To Cash of Mr Alexander Boyd,,,,,
"Ledger A, 1750 - 1772: pg.52",Debit,Left,,Augt,4,To Ditto enlisting money of Thomas Alberry,,,,10,,,,,4 August 1758,Cash,10,,,,,To Cash enlisting money of Thomas Alberry,,,,,
"Ledger A, 1750 - 1772: pg.52",Debit,Left,,,,✓ To Ditto of Mr Boyd,,,,30,,,,,4 August 1758,Cash,30,,,,,✓ To Cash of Mr Boyd,,,,,
"Ledger A, 1750 - 1772: pg.52",Debit,Left,,,16,✓ To Ditto of Ditto,,,,3,7,6,,,16 August 1758,Cash,3,7,6,,,✓ To Cash of Mr Boyd,,,,,
"Ledger A, 1750 - 1772: pg.52",Debit,Left,,Sepr,13,✓ To Ditto of Ditto,,,,10,15,,,,13 September 1758,Cash,10,15,,,,✓ To Cash of Mr Boyd,,,,,
"Ledger A, 1750 - 1772: pg.52",Debit,Left,,,,✓ To Ditto of Mr Kennedy at sundrie times,,,,35,,,,,13 September 1758,Cash,35,,,,,✓ To Cash of Mr Kennedy at sundrie times,,,,,
"Ledger A, 1750 - 1772: pg.52",Debit,Left,,Decr,9,✓ To Ditto of Lieutt Charles Smith,,,,28,16,4,,,9 December 1758,Cash,28,16,4,,,✓ To Cash of Lieutenant Charles Smith,,,,,
"Ledger A, 1750 - 1772: pg.52",Debit,Left,—59,Jany,5th,✓ To Ditto of Mr Boyd pr Acct,,,,149,19,7,,,5 January 1759,Cash,149,19,7,,,✓ To Cash of Mr Boyd per Account,,,,,
"Ledger A, 1750 - 1772: pg.52",Debit,Left,,Feby,10,To Ditto of Colo.   Mercer for a horse sold him,,,,21,10,,,,10 February 1759,Cash,21,10,,,,To Cash of Colonel Mercer for a horse sold him,,,,,
"Ledger A, 1750 - 1772: pg.52",Debit,Left,,,,To amt carrd to Folio (55),,,£,5378,17,7,,,February 1759,Cash,5378,17,7,,,To amount carried to Folio (55),,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,,,,,,,,,,,Cash,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,By amount brot from folio (39),,,,4987,11,10 1/2,,,June 1758,Cash,4987,11,"10,5",,,By amount brought from folio (39),,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,1758,June,23d,✓ By Cash to Christopher Hardwick,,,,3,18,6,,,23 June 1758,Cash,3,18,6,,,✓ By Cash to Christopher Hardwick,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,✓ By Ditto lent Thomas Bishop,,,,5,,,,,23 June 1758,Cash,5,,,,,✓ By Cash lent Thomas Bishop,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,25,✓ By Ditto to Ditto 30/. Ben Kuykendahl for Corn. 11/3,,,,2,1,3,,,25 June 1758,Cash,2,1,3,,,✓ By Cash to Thomas Bishop 30/. Ben Kuykendahl for Corn. 11/3,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,July,1,By Mrs Colston 25/. Expences at Byerleys 5/,,,,1,10,,,,1 July 1758,Cash,1,10,,,,By Mrs Colston 25/. Expenses at Byerleys 5/,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,By Wm Jenkins 20/.,,,,1,,,,,1 July 1758,Cash,1,,,,,By William Jenkins 20/.,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,8,✓ By Thos Bishop Pensylvania My 50/. ded. 25 prCt,,,,2,,,,,8 July 1758,Cash,2,,,,,✓ By Thomas Bishop Pennsylvania Money 50/. deduct 25 percent,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,10,✓ By Ditto to Ditto 20/,,,,16,,,,,10 July 1758,Cash,16,,,,,✓ By Thomas Bishop Pennsylvania money 50/. deduct 25 percent,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,By Thos Bhurras on acct of ye [the] Publick,,,,,10,,,,10 July 1758,Cash,,10,,,,By Thomas Bhurras on account of ye [the] Publick,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,22,✓ By Colo. Carlyle to purchase a Bill of Excha.,,,,75,,,,,22 July 1758,Cash,75,,,,,✓ By Colonel Carlyle to purchase a Bill of Exchange,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,26,By Thos Bhurras,,,,1,,,,,26 July 1758,Cash,1,,,,,By Thomas Bhurras,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,By Mrs Larie 5/. By makg a pr Moccasons 2/6,,,,,7,6,,,26 July 1758,Cash,,7,6,,,By Mrs Larie 5/. By making a pair Moccasons 2/6,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,Augt,4,✓ By Lieutt Smith 30£ By Mr Boyd £10,,,,40,,,,,4 August 1758,Cash,40,,,,,✓ By Lieutenant Smith 30£ By Mr Boyd £10,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,By Wm Jenkin's 12/6. Colo. Byrds Servant,,,,,9,,,,4 August 1758,Cash,,9,,,,By William Jenkin's 12/6. Colonel Byrds Servant,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,By Horse hire 2/3. Jno. Water's Smith 9/,,,,,11,3,,,4 August 1758,Cash,,11,3,,,By Horse hire 2/3. John Water's Smith 9/,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,25,✓ By Captn Gist Pensa. money £7.10. deduct 25 prCt,,,,6,,,,,25 August 1758,Cash,6,,,,,✓ By Captain Gist Pennsylvania money £7.10. deduct 25 percent,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,✓ By Ths Bishop to be accd for,,,,,13,6,,,25 August 1758,Cash,,13,6,,,✓ By Thomas Bishop to be accounted for,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,29,✓ By Ditto 4/6. Wm Jenkins 18/.,,,,1,2,6,,,29 August 1758,Cash,1,2,6,,,✓ By Thomas Bishop 4/6. William Jenkins 18/.,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,Septr,8,✓ By Thos Bishop to pay Wms for Sugar 45/. Pensa. Mony,,,,1,16,,,,8 September 1758,Cash,1,16,,,,✓ By Thomas Bishop to pay Wms for Sugar 45/. Pennsylvania Money,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,13,By Captn Waggoner value of a Horse bought,,,,10,15,,,,13 September 1758,Cash,10,15,,,,By Captain Waggoner value of a Horse bought,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,By finding my Pocket Book 2/. Cards 4/.,,,,,6,,,,13 September 1758,Cash,,6,,,,By finding my Pocket Book 2/. Cards 4/.,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,14,By Cards 8/3 By Ditto 7/6 Taylors Bill 20/.,,,,1,15,9,,,14 September 1758,Cash,1,15,9,,,By Cards 8/3 By Cards 7/6 Tailors Bill 20/.,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,20,By milk &ca 6/. makg a Coat 15/. bringg in my  5/.,,,,1,6,,,,20 September 1758,Cash,1,6,,,,By milk &ca 6/. making a Coat 15/. bringing in my  5/.,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,Octr,,By a Soldr 5/. Shoeing my Horses 15/.,,,,1,,,,,October 1758,Cash,1,,,,,By a Soldier 5/. Shoeing my Horses 15/.,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,By Linnen 40/. Cards 30/. gave a Soldr 5/.,,,,3,15,,,,October 1758,Cash,3,15,,,,By Linnen 40/. Cards 30/. gave a Soldier 5/.,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,5,By Bitter 55/.,,,,2,15,,,,5 October 1758,Cash,2,15,,,,By Bitter 55/.,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,9,✓ By Mr Wm Cocke £5 Pensa. money,,,,4,,,,,9 October 1758,Cash,4,,,,,✓ By Mr Wm Cocke £5 Pennsylvania money,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,✓ By Betty Colston in part for washing 40/,,,,2,,,,,9 October 1758,Cash,2,,,,,✓ By Betty Colston in part for washing 40/,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,✓ By Ditto left with Major Stewart £20 Pena.,,,,16,,,,,9 October 1758,Cash,16,,,,,✓ By Betty Colston left with Major Stewart £20 Pennsylvania,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,By Cards 18/. Saddle &ca 21/.,,,,1,19,,,,9 October 1758,Cash,1,19,,,,By Cards 18/. Saddle &ca 21/.,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,28,✓ By Thos Bishop to pay for a Sheep &ca 30/.,,,,1,10,,,,28 October 1758,Cash,1,10,,,,✓ By Thomas Bishop to pay for a Sheep &ca 30/.,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,Novr,1,✓ By Ditto to be acct. for,,,,,10,,,,1 November 1758,Cash,,10,,,,✓ By Thomas Bishop to be accounted for,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,Decr,10,✓ By Ditto 21/. My Waggoner John Adams 40/.,,,,3,1,,,,10 December 1758,Cash,3,1,,,,✓ By Thomas Bishop 21/. My Waggoner John Adams 40/.,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,By Expens. at Wests 7/5. Servants at Colo. Fx 7/6,,,,,15,11,,,10 December 1758,Cash,,15,11,,,By Expenses at Wests 7/5. Servants at Colonel Fairfax 7/6,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,✓ By Jno. Alton for Tom Brownley,,,,5,4,,,,10 December 1758,Cash,5,4,,,,✓ By John Alton for Thomas Brownley,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,✓ By Jno. Alton 35/.,,,,1,15,,,,10 December 1758,Cash,1,15,,,,✓ By John Alton 35/.,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,✓ By Miles Richardson,,,,1,10,,,,10 December 1758,Cash,1,10,,,,✓ By Miles Richardson,,,,,
"Ledger A, 1750 - 1772: pg.52",Credit,Right,,,,By amt carried forwd to [(]55),,,,5206,9,1/2,,,December 1758,Cash,5206,9,"0,5",,,By amount carried forward to 55,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,1759,Decr,,To Cash advanced you,,,,1,10,,,,December 1759,,1,10,,,,To Cash advanced you,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,27,To Ditto at Williamsburg,,,,2,,,,,27 December 1759,,2,,,,,To Cash at Williamsburg,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,March,,To Ditto at Ditto,,,,1,,,,,March 1759,,1,,,,,To Cash at Williamsburg,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,May,4,To Ditto at Ditto,,,,,5,,,,4 May 1759,,,5,,,,To Cash at Williamsburg,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,,To Balle pd this 10th of May 1759,,,,1,4,,,,10 May 1759,,1,4,,,,To Balance paid this 10th of May 1759,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,,[Total],,,£,5,19,,,,,,5,19,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,,,,,,,,,,,8 April 1759,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,1759,Apl,8,To Cash pd you at my House,,,,5,,,,,8 April 1759,,5,,,,,To Cash paid you at my House,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,12,To 7 Yards of Irish Linnen @ 2/6,,,,,17,6,,,12 April 1759,,,17,6,,,To 7 Yards of Irish Linnen @ 2/6,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,Sepr,12,To Cash,,,,7,,,,,12 September 1759,,7,,,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,Decr,15,To Ditto,,,,1,10,,,,10 December 1759,,1,10,,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,Feby,28,To Ditto in full,,,,9,2,6,,,28 February 1760,,9,2,6,,,To Cash in full,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,,[Total],,,£,23,10,,,,,,23,10,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,1759,Apl,13,To Cash lodgd in yr hands to pay Sundries,,,,12,,,,,13 April 1759,,12,,,,,To Cash lodged in yr hands to pay Sundries,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,May,24,To Ditto ditto to pay for Corn Dollars,,,,16,7,9,,,24 May 1759,,16,7,9,,,To Cash lodged in your hands to pay for Corn Dollars,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,,To Ditto ditto to pay for Plank,,,,6,,,,,24 May 1759,,6,,,,,To Cash lodged in your hands to pay for Plank,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,,To Sundry moneys recd for Rent &ca on my behalf—,,,,,,,,,24 May 1759,,,,,,,To Sundry moneys received for Rent &ca on my behalf—,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,,viz. of Widow Ransom,,£5.3.[0],,,,,,,24 May 1759,,5,3,,,,viz. of Widow Ransom £5.3.0,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,,of Jno. Crook Rent & Smith's Wk ,,8.18.6,,,,,,,24 May 1759,,8,18,6,,,of John Crook Rent & Smith's Work 8.18.6,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,,of Jno. Gist Rent,,6.1.8,,,,,,,24 May 1759,,6,1,8,,,of John Gist Rent 6.1.8,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,,of Wm Gates Ditto,,6.7.6,,,,,,,24 May 1759,,6,7,6,,,of William Gates Rent 6.7.6,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,,Of Saml Felder Carpenter's Wk,,3.10.[0],,,,,,,24 May 1759,,3,10,,,,Of Samuel Felder Carpenter's Work 3.10,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,,Of Sundries Smiths Work,,[0].11.6,,,,,,,24 May 1759,,,11,6,,,Of Sundries Smiths Work 11.6,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,,[Total],,,,30,12,2,,,,,30,12,2,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,,To Cash of Colo. Fairfax,,,,2,,,,,24 May 1759,,2,,,,,To Cash of Colonel Fairfax,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,July,30,To Ditto lent you,,,,21,,,,,30 July 1759,,21,,,,,To Cash lent you,,,,,
"Ledger A, 1750 - 1772: pg.53",Debit,Left,,,,[Total],,,£,87,19,11,,,,,87,19,11,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.53",Credit,Right,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.53",Credit,Right,1759,Jany,,By your Pay as a Soldier in the Virginia Regiment from the last day of July to the first day of Jany followg,,,,5,2,,,,January 1759,,5,2,,,,By your Pay as a Soldier in the Virginia Regiment from the last day of July to the first day of January followg,,,,,
"Ledger A, 1750 - 1772: pg.53",Credit,Right,,May,10th,By your Wages from the first of Jany to ye [the] 10th of May at ye [the] rate of 40/. pr Annum,,,,,17,,,,10 May 1759,,,17,,,,By your Wages from the first of January to ye [the] 10th of May at ye [the] rate of 40/. per Annum,,,,,
"Ledger A, 1750 - 1772: pg.53",Credit,Right,,,,[Total],,,£,5,19,,,,,,5,19,,,,,,,,,
"Ledger A, 1750 - 1772: pg.53",Credit,Right,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.53",Credit,Right,1759,Feby,27,By your freedom dues accordg to Custom of ye [the] Ctry,,,,3,10,,,,27 February 1759,,3,10,,,,By your freedom dues according to Custom of ye [the] Country,,,,,
"Ledger A, 1750 - 1772: pg.53",Credit,Right,,,,By yr Wages at ye [the] Rate of £20 pr Ann. since,,,,20,,,,,27 February 1759,,20,,,,,By your Wages at ye [the] Rate of £20 per Annum since,,,,,
"Ledger A, 1750 - 1772: pg.53",Credit,Right,,,,[Total],,,£,23,10,,,,,,23,10,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.53",Credit,Right,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.53",Credit,Right,,Octr,11th,By Sundry payments in my behalf as pr an Acct render'd,,,£,61,13,5 1/2,,,11 October 1759,,61,13,"5,5",,,By Sundry payments in my behalf as per an Account rendered,,,,,
"Ledger A, 1750 - 1772: pg.53",Credit,Right,1759,Decr,,By 10 Barrels of Corn @ 10/,,,,5,,,,,December 1759,,5,,,,,By 10 Barrels of Corn @ 10/,,,,,
"Ledger A, 1750 - 1772: pg.53",Credit,Right,,,,Balle card to folio (78),,,,21,6,5 1/2,,,December 1759,,21,6,"5,5",,,Balance carried to folio (78),,,,,
"Ledger A, 1750 - 1772: pg.53",Credit,Right,,,,[Total],,,£,87,19,11,,,,,87,19,11,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,,,,,,,,,,,,,,"Winter, John",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,1759,July,14,To Cash in part for Painting,,,,5,,,,,14 July 1759,"Winter, John",5,,,,,To Cash in part for Painting,,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,,,,To Sundry Brushes,,,,,,,,,14 July 1759,"Winter, John",,,,,,To Sundry Brushes,,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,,,,To 2 Gallon's Lintseed Oyl charged at Norfolk,,,,,16,,,,14 July 1759,"Winter, John",,16,,,,To 2 Gallon's Linseed Oil charged at Norfolk,,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,,,,To Cash of Colo. Fairfax,,,,3,,,,,14 July 1759,"Winter, John",3,,,,,To Cash of Colonel Fairfax,,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,,,,[Total],,,£,8,16,,,,,"Winter, John",8,16,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,,,,To the Rent of a Plantation for ye [the] year,,,,,,,,,,,,,,,,To the Rent of a Plantation for ye [the] year,,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,,,,N.B. This Acct carried to Folio 70,,,,,,,,,,,,,,,,N.B. This Account carried to Folio 70,,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,1762,Jany,,To Account brot from Smiths Book (folio 4),,,,1,3,9,,,January 1762,,1,3,9,,,To Account brought from Smiths Book (folio 4),,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,63,Jany,,To Ditto for last year,,,,2,4,11,,,January 1763,,2,4,11,,,To account for last year,,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,,Mar.,12,To Cash pr Jos. Garbury,,,,11,11,4,,,12 March 1763,,11,11,4,,,To Cash per Joseph Garbury,,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,,,,[Total],,,£,15,,,,,,,15,,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,1764,June,9,To Smiths Acct to the date,,,,3,5,7,,,9 June 1764,,3,5,7,,,To Smiths Account to the date,,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,,Octr,8,To Cash paid Mr Magowan,,,,19,4,5,,,8 October 1764,,19,4,5,,,To Cash paid Mr Magowan,,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,,,,[Total],,,£,22,10,,,,,,22,10,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,1765,Apl,25,To Smiths Acct to this date,,,,,14,8,,,25 April 1765,,,14,8,,,To Smiths Account to this date,,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,,,Do,To Cash pd yr order in favr of Mr Magowan,,,,6,9,4,,,25 April 1765,,6,9,4,,,To Cash paid your order in favor of Mr Magowan,,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,,,,[Total],,,£,29,14,,,,,,29,14,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,1766,Jany,1,To Smiths Acct from Smiths Book,,,,1,1,11 1/2,,,1 January 1766,,1,1,"11,5",,,To Smiths Account from Smiths Book,,,,,
"Ledger A, 1750 - 1772: pg.54",Debit,Left,,,,To Ditto Do in 1766,,,,,8,,,,1 January 1766,,,8,,,,To Smiths account from Smiths Book in 1766,,,,,
"Ledger A, 1750 - 1772: pg.54",Credit,Right,,,,,,,,,,,,,,"Winter, John",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.54",Credit,Right,,,,Note—Jno. Winter before he had near finishd Painting my House Stole a good deal of my Paint & Oyl and apprehensive of Justice Ran of therefore he is credited by  Painting,,,,8,16,,,,,"Winter, John",8,16,,,,Note—John Winter before he had near finished Painting my House Stole a good deal of my Paint & Oyl and apprehensive of Justice Ran of therefore he is credited by  Painting,,,,,
"Ledger A, 1750 - 1772: pg.54",Credit,Right,,,,[Total],,,£,8,16,,,,,"Winter, John",8,16,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.54",Credit,Right,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.54",Credit,Right,,Augt,1,By Cash in part of Thos Mobbs,,,,2,10,,,,1 August,,,,,,,By Cash in part of Thomas Mobbs,,,,,
"Ledger A, 1750 - 1772: pg.54",Credit,Right,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.54",Credit,Right,1762,,,By 75 Bushls of Wheat @ 4/,,,£,15,,,,,1762,,15,,,,,By 75 Bushels of Wheat @ 4/,,,,,
"Ledger A, 1750 - 1772: pg.54",Credit,Right,,,,[Total],,,,15,0,0,,,,,15,0,0,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.54",Credit,Right,1764,Septr,29,By 18 Head of Cattle,,,£,22,10,,,,29 September 1764,,2,10,,,,By 18 Head of Cattle,,,,,
"Ledger A, 1750 - 1772: pg.54",Credit,Right,,,,By 16 Barrels of Indian Corn @ 9/,,,,7,4,,,,9 September 1764,,7,4,,,,By 16 Barrels of Indian Corn @ 9/,,,,,
"Ledger A, 1750 - 1772: pg.54",Credit,Right,,,,[Total],,,£,29,14,,,,,,29,14,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.54",Credit,Right,,,,By loss,,,,1,9,11 1/2,,,,,1,9,"11,5",,,By loss,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,,,,,,,,,,,,,Cash,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,,,To amt brot from Folio (52),,,£,5378,17,7,,,March 1759,Cash,5378,17,7,,,To amount brought from Folio (52),,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,1759,March,,To Cash of Captn McNeill by Mr Boyd,,,,6,,,,,March 1759,Cash,6,,,,,To Cash of Captain McNeill by Mr Boyd,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,,,To Ditto of Colo. Custis's Estate,,,,2,15,,,,March 1759,Cash,2,15,,,,To Cash of Colonel Custis's Estate,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,Apl,9,To Ditto of Charles Craik Rent,,,,6,5,,,,9 April 1759,Cash,6,5,,,,To Cash of Charles Craik Rent,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,,15,To Ditto of my Brother Jno. Washington,,,,,9,6,,,15 April 1759,Cash,,9,6,,,To Cash of my Brother John Washington,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,,20,To Ditto of Colo. Custis's Estate,,,,96,,,,,20 April 1759,Cash,96,,,,,To Cash of Colonel Custis's Estate,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,,24,To Ditto of Ditto,,,,7,3,,,,24 April 1759,Cash,7,3,,,,To Cash of Colonel Custis's Estate,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,,,To Ditto of Ditto,,,,78,17,6,,,24 April 1759,Cash,78,17,6,,,To Cash of Colonel Custis's Estate,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,,25,To Ditto of Ditto,,,,50,,,,,25 April 1759,Cash,50,,,,,To Cash of Colonel Custis's Estate,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,,,To Ditto for a Horse sold Mr P. Claiborne,,,,30,,,,,25 April 1759,Cash,30,,,,,To Cash for a Horse sold Mr Philip Claiborne,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,,,To Ditto of Colo. Custis's Estate,,,,14,5,9,,,25 April 1759,Cash,14,5,9,,,To Cash of Colonel Custis's Estate,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,,,To Ditto recd of John Campbell Esqr.,,,,10,,,,,25 April 1759,Cash,10,,,,,To Cash received of John Campbell Esquire,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,,26,To Ditto of Colo. Custis's Estate,,,,19,,,,,26 April 1759,Cash,19,,,,,To Cash of Colonel Custis's Estate,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,,,To Ditto of Ditto,,,,10,,,,,26 April 1759,Cash,10,,,,,To Cash of Colonel Custis's Estate,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,May,4,To Ditto of Ditto,,,,406,,,,,4 May 1759,Cash,406,,,,,To Cash of Colonel Custis's Estate,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,,,To Ditto of Ditto,,,,3,10,,,,4 May 1759,Cash,3,10,,,,To Cash of Colonel Custis's Estate,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,,,To Ditto of Ditto,,,,60,,,,,4 May 1759,Cash,60,,,,,To Cash of Colonel Custis's Estate,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,,,To a Bill of Excha. of Do for £40.9s. Sterg,,,,54,12,2,,,4 May 1759,Cash,54,12,2,,,To a Bill of Exchange of Colonel Custis's Estate for £40.9s. Sterling,,,,,
"Ledger A, 1750 - 1772: pg.55",Debit,Left,,,,To Sum carried over,,,£,6233,15,6,,,May 1759,Cash,6233,15,6,,,To Sum carried over,,,,,
